Region,Product_Category,Warehouse_Type,Supplier_Type,Transportation_Mode,Demand_Level_Category,Inventory_Status,Demand_Units,Forecasted_Demand_Units,Inventory_Level_Units,Reorder_Point,Lead_Time_Days,Transportation_Cost_USD,Holding_Cost_USD,Stockout_Incidents,Order_Fulfillment_Time_Days,Supplier_Reliability_Score,Demand_Forecast_Accuracy,Inventory_Turnover_Ratio,Supply_Chain_Efficiency_Index,Inventory_Risk_Score,Logistics_Performance_Index
South,Apparel,Regional,Distributor,Road,Medium,Overstocked,1322,1383.0,1760.0,1058,12.94,1284.29,1465.83,0,8.21,96.24,95.39,0.75,89.24,14.79,79.83
North,Home Goods,Regional,Local,Road,Low,Overstocked,1206,1346.0,2108.0,1137,16.74,1184.11,3255.98,0,10.18,69.25,88.39,0.57,78.07,21.38,67.99
North,Electronics,Central,Local,Sea,High,Overstocked,1272,1306.0,2172.0,1126,13.13,2915.63,4321.73,0,11.88,87.01,97.33,0.59,83.94,14.2,66.38
North,Electronics,Central,International,Sea,High,Optimal,1911,2050.0,2417.0,1864,17.33,5263.95,4182.96,3,8.13,85.81,92.73,0.79,79.11,30.24,68.72
South,Electronics,Regional,Local,Sea,Low,Overstocked,1278,1177.0,1246.0,852,6.52,3856.41,863.83,1,5.12,97.07,92.1,1.03,89.16,13.01,80.99
South,Electronics,Central,Local,Road,Medium,Overstocked,965,829.0,987.0,646,12.55,1790.72,942.74,1,8.15,86.16,85.91,0.98,81.24,21.52,75.89
South,Apparel,Regional,Local,Road,Medium,Overstocked,1181,1197.0,1867.0,1066,6.45,1423.86,1339.62,0,5.41,92.54,98.65,0.63,92.25,6.99,84.03
North,Home Goods,Regional,International,Sea,Low,Stockout Risk,874,971.0,388.0,931,25.78,2122.21,637.15,5,12.91,78.62,88.9,2.25,66.75,46.89,63.43
North,Home Goods,Central,Distributor,Road,Medium,Stockout Risk,1497,1343.0,1838.0,1016,10.64,3030.63,1969.63,7,7.01,80.14,89.71,0.81,68.87,38.09,73.82
North,Home Goods,Regional,Distributor,Road,Medium,Optimal,1480,1318.0,1908.0,965,7.76,2896.5,1992.78,0,7.17,86.67,89.05,0.78,85.66,12.14,75.74
North,Home Goods,Regional,Local,Sea,Low,Optimal,420,449.0,490.0,483,11.22,675.18,341.82,5,9.72,71.37,93.1,0.86,69.6,30.65,70.59
West,Electronics,Regional,Local,Sea,Medium,Optimal,861,946.0,668.0,905,11.03,1981.6,1041.86,0,5.88,88.67,90.13,1.29,87.83,14.98,80.79
East,Industrial Supplies,Central,International,Air,High,Stockout Risk,711,805.0,490.0,825,12.12,2768.92,439.74,4,7.07,79.89,86.78,1.45,74.39,30.74,74.16
West,Industrial Supplies,Regional,International,Road,High,Optimal,1454,1422.0,1960.0,1011,14.52,2696.86,2705.97,2,7.9,80.87,97.8,0.74,82.1,22.07,72.95
South,Industrial Supplies,Regional,Distributor,Sea,Low,Optimal,863,781.0,885.0,686,8.58,2183.37,884.5,2,5.46,88.48,90.5,0.98,83.89,19.05,81.16
East,Electronics,Central,Local,Road,High,Overstocked,2034,2212.0,3767.0,1477,13.01,4721.05,5381.32,0,7.11,87.18,91.25,0.54,86.62,16.51,72.28
East,Apparel,Regional,Distributor,Road,Low,Overstocked,281,280.0,493.0,210,4.73,362.06,339.9,1,3.54,94.78,99.64,0.57,92.81,8.21,90.61
North,Electronics,Central,International,Air,High,Stockout Risk,1170,1267.0,1045.0,1267,24.19,5247.67,1186.66,3,9.78,70.69,91.71,1.12,73.32,37.51,60.91
South,Home Goods,Local,Local,Air,Medium,Stockout Risk,1114,1133.0,755.0,806,14.74,2416.91,1145.75,4,5.06,93.66,98.29,1.48,83.87,28.76,83.04
West,Apparel,Regional,Distributor,Air,Medium,Optimal,584,566.0,553.0,558,9.5,2495.77,748.12,2,4.62,79.9,96.92,1.06,84.83,17.4,79.63
North,Industrial Supplies,Local,Distributor,Road,High,Overstocked,1578,1670.0,1887.0,1212,7.85,3090.31,2613.57,1,4.38,91.78,94.17,0.84,89.3,13.52,82.45
East,FMCG,Regional,Local,Sea,Low,Optimal,1650,1575.0,2121.0,976,8.63,4716.57,1980.15,3,8.35,96.72,95.45,0.78,82.57,20.45,72.67
North,Apparel,Regional,International,Air,Medium,Optimal,943,773.0,685.0,753,19.12,3885.22,1335.12,1,8.08,71.72,81.97,1.38,76.32,29.66,67.41
North,Apparel,Local,Distributor,Road,Low,Optimal,643,636.0,772.0,717,17.64,857.17,1194.59,1,5.04,79.61,98.91,0.83,87.26,21.41,82.05
North,Home Goods,Regional,Distributor,Air,Low,Optimal,822,868.0,1072.0,729,8.9,1986.13,1149.18,4,4.33,88.68,94.4,0.77,81.99,24.47,83.88
South,Electronics,Regional,Distributor,Road,Medium,Optimal,1448,1337.0,1873.0,1242,16.66,3119.67,2107.69,1,11.44,87.62,92.33,0.77,80.56,23.06,67.03
North,FMCG,Central,Local,Road,Medium,Optimal,2267,2174.0,2303.0,1762,4.9,5191.67,4672.68,1,3.84,77.52,95.9,0.98,86.88,9.87,74.96
East,FMCG,Regional,International,Air,Medium,Overstocked,1704,1528.0,2702.0,852,11.1,7038.92,4645.71,0,4.37,72.15,89.67,0.63,85.05,15.23,68.51
East,Industrial Supplies,Local,Local,Road,High,Stockout Risk,1455,1331.0,1530.0,1052,8.6,2003.26,2154.9,3,4.48,84.95,91.48,0.95,82.11,22.01,82.43
West,FMCG,Local,Local,Road,Low,Overstocked,1040,1202.0,1555.0,741,9.76,2156.1,2328.23,1,3.18,79.6,84.42,0.67,84.04,19.32,83.11
East,Industrial Supplies,Central,Local,Road,High,Overstocked,1279,1117.0,2044.0,934,17.76,1776.32,3188.95,1,10.28,82.93,87.33,0.63,78.8,26.16,70.69
West,Home Goods,Regional,Local,Road,Medium,Stockout Risk,1178,1217.0,1195.0,885,4.41,2276.55,2268.15,3,2.7,77.01,96.69,0.99,83.73,15.73,83.05
West,Industrial Supplies,Central,Local,Road,Medium,Optimal,830,909.0,833.0,590,9.2,1359.26,832.25,2,6.62,86.71,90.48,1.0,82.28,19.67,79.99
East,FMCG,Regional,Local,Air,Low,Overstocked,978,998.0,1810.0,839,5.61,2079.14,2468.53,1,1.53,83.85,97.96,0.54,91.5,9.76,87.84
West,Industrial Supplies,Regional,International,Sea,High,Stockout Risk,1530,1447.0,756.0,1258,15.34,2205.2,896.91,3,8.45,75.24,94.58,2.02,76.8,27.51,71.16
West,FMCG,Central,Local,Road,Medium,Overstocked,1548,1559.0,3050.0,900,13.81,1557.25,4472.6,0,10.63,94.4,99.29,0.51,87.72,14.09,73.88
North,Apparel,Regional,International,Road,Medium,Overstocked,1277,1331.0,1719.0,1099,13.41,1774.31,3368.03,1,4.67,83.65,95.77,0.74,87.54,18.43,82.13
North,Apparel,Local,International,Road,Low,Optimal,846,1054.0,1089.0,1087,21.69,2017.45,962.52,1,11.77,71.25,75.41,0.78,70.21,34.86,63.71
West,Industrial Supplies,Regional,Distributor,Air,Medium,Stockout Risk,1245,1070.0,1258.0,724,5.64,5145.63,1141.25,3,3.31,91.29,85.94,0.99,82.92,21.26,80.24
North,Industrial Supplies,Regional,International,Road,Medium,Overstocked,631,698.0,814.0,496,7.93,1235.43,549.94,0,4.31,87.11,89.38,0.78,88.75,12.18,84.99
East,FMCG,Central,Local,Sea,Low,Optimal,469,468.0,691.0,556,9.51,1103.86,1479.6,0,6.56,81.04,99.79,0.68,88.63,9.6,78.93
South,FMCG,Local,International,Road,Medium,Optimal,1380,1313.0,1933.0,930,21.94,1212.68,1326.59,2,14.1,61.51,95.14,0.71,70.13,30.55,57.77
South,Home Goods,Local,Distributor,Air,Low,Overstocked,1055,877.0,1836.0,568,4.41,3911.74,2580.61,1,2.05,97.64,83.13,0.57,89.23,14.49,87.19
East,Industrial Supplies,Regional,Local,Sea,Low,Stockout Risk,415,460.0,381.0,549,17.07,968.66,447.49,4,8.41,68.86,89.16,1.09,71.12,34.74,71.86
East,Industrial Supplies,Local,International,Road,Medium,Overstocked,511,534.0,1004.0,674,17.66,940.94,890.27,0,5.63,89.1,95.5,0.51,90.07,19.46,83.55
North,FMCG,Central,Distributor,Road,Medium,Stockout Risk,2213,1864.0,2176.0,1283,6.66,1896.9,2568.18,2,3.97,69.39,84.23,1.02,78.41,19.63,79.0
North,Home Goods,Central,International,Road,High,Optimal,1901,1855.0,1686.0,1552,23.65,3772.65,2719.14,0,12.41,64.18,97.58,1.13,77.79,24.62,56.72
South,Electronics,Local,Distributor,Road,Low,Overstocked,677,651.0,1083.0,609,9.35,1463.94,1271.64,0,3.78,94.21,96.16,0.63,93.43,10.89,87.71
South,Electronics,Local,Local,Road,Low,Optimal,469,367.0,537.0,365,11.18,894.31,887.54,2,4.54,94.38,78.25,0.87,82.0,26.55,87.4
South,Electronics,Central,Distributor,Air,Medium,Optimal,719,653.0,504.0,593,15.59,1805.41,432.51,0,3.94,80.29,90.82,1.43,87.92,19.26,82.51
East,Home Goods,Regional,Local,Sea,Low,Overstocked,988,934.0,1302.0,769,9.02,2088.4,1495.1,0,8.45,96.88,94.53,0.76,88.86,11.21,77.89
West,Industrial Supplies,Regional,Distributor,Sea,Medium,Optimal,1099,1056.0,1204.0,813,17.86,2507.1,1858.78,1,12.65,86.37,96.09,0.91,80.35,22.76,65.48
North,Electronics,Central,Distributor,Road,Low,Stockout Risk,672,677.0,355.0,680,10.25,1431.21,756.45,3,7.91,71.58,99.26,1.89,78.06,20.55,72.73
West,Home Goods,Regional,Local,Road,High,Optimal,2639,2674.0,2388.0,1734,17.62,2635.16,3153.08,3,9.83,99.0,98.67,1.11,82.79,28.15,74.65
East,Electronics,Local,International,Sea,Low,Optimal,755,762.0,718.0,691,21.77,1326.39,1232.78,1,8.43,69.81,99.07,1.05,81.47,25.47,71.37
East,Apparel,Regional,Distributor,Sea,High,Optimal,2149,2365.0,1522.0,1248,18.93,3046.53,1229.72,1,9.49,80.32,89.95,1.41,79.85,26.28,68.89
West,Apparel,Regional,Local,Air,Low,Stockout Risk,655,663.0,507.0,449,1.0,2489.63,919.22,4,1.0,85.5,98.78,1.29,86.06,14.82,88.56
East,Industrial Supplies,Regional,Local,Sea,High,Overstocked,1478,1704.0,2147.0,1402,24.55,1839.85,2227.65,0,17.48,93.85,84.71,0.69,75.63,30.67,59.43
West,Industrial Supplies,Regional,Local,Road,High,Overstocked,1298,1330.0,1594.0,1035,7.91,2466.25,3136.53,3,6.16,79.56,97.53,0.81,81.2,18.9,76.5
North,Electronics,Regional,Local,Road,Low,Optimal,654,592.0,833.0,549,17.79,1316.28,1230.41,2,10.86,84.17,90.52,0.79,77.42,28.25,70.84
West,Industrial Supplies,Local,Local,Air,Medium,Optimal,963,878.0,1297.0,532,6.85,2125.29,752.57,0,1.7,77.29,91.17,0.74,89.53,10.38,85.44
East,Industrial Supplies,Local,Distributor,Sea,Low,Optimal,859,896.0,1109.0,1027,15.96,1477.39,1894.04,1,11.06,80.12,95.69,0.77,80.24,21.02,68.89
South,Electronics,Local,Local,Sea,Low,Optimal,521,579.0,402.0,624,14.65,1504.82,554.29,0,10.76,88.72,88.87,1.3,82.52,19.1,72.02
North,Industrial Supplies,Regional,International,Road,Medium,Stockout Risk,875,977.0,886.0,582,12.76,893.64,1556.12,5,6.07,83.28,88.34,0.99,74.56,34.09,81.02
East,Electronics,Central,Local,Road,High,Stockout Risk,2702,3272.0,3428.0,1971,2.73,5475.59,7644.21,4,4.16,96.76,78.9,0.79,78.76,24.5,79.51
South,Industrial Supplies,Central,Local,Road,Medium,Overstocked,1138,1322.0,1771.0,1027,16.72,1211.47,1406.5,0,5.94,77.96,83.83,0.64,82.89,23.19,79.03
West,Industrial Supplies,Central,International,Road,Medium,Stockout Risk,871,825.0,545.0,624,13.67,1564.17,1112.38,3,6.24,76.22,94.72,1.6,79.3,25.78,77.19
South,Apparel,Local,International,Sea,Medium,Optimal,1740,1610.0,2282.0,1326,16.16,5241.85,2128.59,1,7.97,81.89,92.53,0.76,82.67,22.48,67.91
South,FMCG,Regional,Local,Road,Low,Optimal,972,866.0,813.0,636,3.47,2091.35,1200.69,1,2.74,98.8,89.09,1.2,90.92,11.17,89.88
South,FMCG,Central,Local,Road,Low,Overstocked,1311,1392.0,1578.0,929,11.65,1414.58,2157.11,0,7.78,93.11,93.82,0.83,88.33,14.12,79.48
West,Electronics,Regional,Local,Sea,High,Optimal,1659,1977.0,2040.0,1196,17.62,4445.26,2687.86,0,13.13,68.34,80.83,0.81,72.25,25.29,55.15
North,Apparel,Central,International,Road,Low,Overstocked,749,646.0,1147.0,631,24.62,873.0,1029.49,1,16.19,92.16,86.25,0.65,74.82,33.45,63.48
West,Electronics,Local,International,Road,Low,Overstocked,577,592.0,642.0,498,10.86,1064.21,1111.69,0,4.54,67.35,97.4,0.9,86.39,11.9,78.95
West,Apparel,Local,Local,Air,Medium,Optimal,1698,1855.0,1893.0,1244,8.98,8741.52,1733.82,1,3.62,77.1,90.75,0.9,85.2,16.01,68.01
South,Industrial Supplies,Local,Local,Sea,Medium,Optimal,1020,1005.0,1113.0,1083,21.19,2756.3,719.04,1,10.62,96.52,98.53,0.92,85.77,25.11,72.08
North,Industrial Supplies,Local,Local,Sea,High,Optimal,996,796.0,1210.0,686,15.68,2077.64,1823.96,0,8.2,99.0,79.92,0.82,84.52,23.71,79.05
North,Home Goods,Regional,Distributor,Sea,Medium,Optimal,1378,1194.0,1027.0,731,7.53,4555.35,1605.08,3,6.71,96.78,86.65,1.34,81.15,22.87,76.3
West,Home Goods,Regional,Local,Air,High,Optimal,1413,1755.0,2022.0,1114,1.0,3876.0,3885.31,0,1.0,92.31,75.8,0.7,88.61,10.68,87.77
South,Apparel,Regional,International,Sea,High,Optimal,1635,1474.0,2339.0,1377,12.04,4325.76,3991.9,0,8.68,61.83,90.15,0.7,78.33,15.98,62.34
South,Electronics,Central,Distributor,Air,High,Overstocked,776,612.0,1005.0,351,3.29,2704.21,1469.33,1,1.0,67.42,78.87,0.77,81.24,15.08,82.7
North,FMCG,Local,International,Air,High,Stockout Risk,2235,2149.0,920.0,1828,7.36,6026.85,1633.46,4,1.0,74.55,96.15,2.43,82.4,22.23,78.04
West,FMCG,Regional,International,Road,High,Stockout Risk,2282,2823.0,1475.0,2499,12.66,2555.96,2362.17,5,9.34,69.04,76.29,1.55,63.51,38.81,66.8
East,FMCG,Central,Local,Air,Low,Optimal,1972,1661.0,2607.0,848,2.58,4199.0,3570.76,3,2.24,73.39,84.23,0.76,78.92,18.89,78.95
West,Home Goods,Regional,Distributor,Road,Medium,Optimal,725,656.0,897.0,408,3.65,1274.91,1488.6,1,5.01,94.44,90.48,0.81,88.05,10.79,85.7
West,FMCG,Regional,Distributor,Air,Low,Overstocked,1165,1348.0,1319.0,794,8.55,3656.31,1235.51,0,2.43,77.39,84.29,0.88,86.42,14.83,80.88
North,Home Goods,Central,Local,Road,Medium,Stockout Risk,1114,1199.0,735.0,915,10.86,1930.23,828.84,4,7.58,83.85,92.37,1.52,76.82,27.25,76.05
North,Home Goods,Central,Distributor,Road,Medium,Overstocked,1145,1069.0,1955.0,736,11.24,2542.33,1862.93,2,6.5,69.83,93.36,0.59,79.19,20.56,72.75
West,Home Goods,Central,Distributor,Road,Low,Overstocked,64,66.0,106.0,141,12.2,137.24,76.18,3,7.89,92.7,96.88,0.6,82.53,23.45,81.75
East,Industrial Supplies,Central,Local,Road,Medium,Stockout Risk,926,802.0,456.0,530,12.17,2066.29,610.91,3,9.68,90.16,86.61,2.03,76.51,27.53,73.46
West,FMCG,Local,Distributor,Road,Medium,Overstocked,1830,1944.0,3652.0,1443,17.92,2664.1,3928.06,0,10.18,86.64,93.77,0.5,84.3,20.41,70.18
North,FMCG,Central,Distributor,Road,Medium,Stockout Risk,1672,1980.0,1662.0,1562,13.59,1917.05,1998.98,2,9.09,78.97,81.58,1.01,74.76,27.63,71.59
North,Apparel,Central,Local,Sea,Medium,Optimal,1368,1481.0,1059.0,1114,22.99,2752.87,1495.81,3,13.09,93.56,91.74,1.29,75.74,36.29,66.26
South,FMCG,Central,Distributor,Sea,Low,Optimal,1165,946.0,1559.0,763,16.61,1826.81,1893.25,2,13.47,87.64,81.2,0.75,72.42,30.8,65.62
North,Apparel,Regional,Local,Air,Medium,Overstocked,754,867.0,1055.0,712,15.92,3839.94,2073.5,0,8.2,72.08,85.01,0.71,79.57,21.91,67.37
South,Electronics,Regional,International,Road,Medium,Optimal,1987,2401.0,2348.0,1597,11.25,1727.85,4152.6,2,3.65,64.46,79.16,0.85,75.73,26.25,78.5
West,Apparel,Local,Local,Road,Low,Stockout Risk,712,615.0,397.0,669,13.73,1250.97,275.74,2,4.82,90.29,86.38,1.79,83.54,25.85,84.89
West,Apparel,Local,International,Air,Medium,Optimal,732,682.0,934.0,708,15.47,3858.64,623.68,0,2.57,72.7,93.17,0.78,88.21,18.2,78.78
South,Apparel,Central,Local,Road,High,Overstocked,3117,3493.0,4020.0,2123,15.93,6596.56,5093.1,0,9.56,70.94,87.94,0.78,78.95,20.76,58.67
North,Electronics,Central,Local,Road,Medium,Overstocked,1011,1127.0,1487.0,856,11.09,1686.15,3211.49,0,7.29,99.0,88.53,0.68,88.45,15.68,81.67
West,Apparel,Regional,Local,Road,Low,Optimal,503,509.0,733.0,401,7.61,789.04,681.54,0,5.91,89.36,98.81,0.69,91.01,8.09,83.37
East,FMCG,Central,Local,Road,Medium,Stockout Risk,2681,2544.0,2393.0,1747,16.43,6111.92,5020.74,3,6.44,91.51,94.89,1.12,82.98,28.47,72.07
West,Home Goods,Central,Distributor,Sea,Medium,Optimal,1452,1764.0,1596.0,1591,14.21,2714.08,1651.4,1,9.74,87.27,78.51,0.91,77.33,26.14,71.15
North,Home Goods,Regional,International,Sea,Medium,Optimal,1200,1201.0,1673.0,1440,28.44,2808.62,2271.93,1,20.0,72.81,99.92,0.72,70.95,31.81,46.1
North,FMCG,Central,Distributor,Sea,Low,Optimal,1006,1134.0,870.0,1071,21.68,3113.62,1135.16,0,10.72,94.24,87.28,1.16,83.39,26.77,70.46
West,Electronics,Regional,Local,Road,Medium,Optimal,489,471.0,357.0,463,10.29,624.93,645.59,0,4.79,76.86,96.32,1.37,88.14,11.76,82.2
West,Electronics,Regional,Local,Road,High,Overstocked,1942,1971.0,3067.0,1750,6.53,2995.03,2389.65,1,3.76,77.72,98.51,0.63,87.93,10.46,79.67
West,Home Goods,Regional,International,Road,Low,Stockout Risk,505,482.0,256.0,514,18.76,1004.08,489.08,1,7.79,81.98,95.45,1.97,83.89,23.92,76.96
East,Electronics,Local,Local,Air,Medium,Overstocked,1416,1390.0,1713.0,827,9.74,6358.78,1807.12,0,4.96,72.72,98.16,0.83,87.58,10.47,68.89
South,Industrial Supplies,Regional,Local,Sea,Medium,Overstocked,939,995.0,1795.0,862,15.78,2254.51,3489.86,0,8.81,73.75,94.04,0.52,82.54,18.17,69.89
South,Electronics,Central,Distributor,Sea,Low,Overstocked,891,931.0,1599.0,920,19.16,1286.57,2074.16,0,10.16,78.58,95.51,0.56,82.91,20.96,70.62
South,Electronics,Local,International,Sea,Medium,Optimal,1268,1523.0,1435.0,1359,26.49,3125.14,1078.59,0,12.61,83.6,79.89,0.88,76.25,34.53,63.47
South,Electronics,Central,Local,Road,Medium,Optimal,1570,1627.0,1665.0,1235,5.13,2368.09,3051.3,4,4.84,99.0,96.37,0.94,84.75,19.92,85.18
North,Electronics,Local,Distributor,Road,Low,Stockout Risk,870,1026.0,832.0,871,6.95,2086.25,1341.44,4,2.38,85.67,82.07,1.05,78.87,27.46,86.67
West,Industrial Supplies,Regional,Local,Road,Medium,Optimal,1371,1276.0,1668.0,1009,3.11,1139.53,1377.86,1,1.9,77.05,93.07,0.82,87.71,9.22,86.98
North,FMCG,Central,Distributor,Road,Medium,Stockout Risk,1015,1228.0,681.0,1081,12.82,1085.29,1238.39,1,4.6,78.02,79.01,1.49,80.34,24.55,81.99
South,FMCG,Regional,International,Sea,Low,Stockout Risk,1205,1331.0,839.0,1159,24.27,1449.22,897.95,4,12.44,87.26,89.54,1.44,71.83,41.79,68.33
East,Apparel,Local,International,Road,High,Optimal,1734,1568.0,1579.0,1534,17.86,4048.86,1423.66,3,9.08,70.31,90.43,1.1,73.48,31.69,64.65
North,Apparel,Central,International,Road,Low,Stockout Risk,586,489.0,421.0,531,16.56,1380.89,710.43,3,12.73,83.45,83.45,1.39,70.67,33.18,66.75
North,Electronics,Local,International,Road,Medium,Stockout Risk,1172,1090.0,867.0,1055,23.51,1251.55,1393.48,1,12.47,85.12,93.0,1.35,79.14,29.64,68.04
South,Industrial Supplies,Central,International,Road,High,Optimal,870,932.0,1204.0,583,9.02,1174.69,1498.98,1,7.81,69.27,92.87,0.72,79.79,15.2,72.76
East,Apparel,Regional,International,Sea,Low,Optimal,760,720.0,658.0,492,18.99,2179.72,977.35,1,9.2,83.61,94.74,1.16,82.64,24.43,72.23
North,FMCG,Central,International,Road,Medium,Overstocked,1893,1907.0,2849.0,1721,21.3,3898.95,4290.98,0,13.25,77.33,99.26,0.66,80.82,21.6,58.73
West,FMCG,Central,Local,Sea,High,Optimal,2685,2311.0,2015.0,1465,11.93,6264.64,3019.6,3,10.41,78.66,86.07,1.33,72.71,27.5,59.97
East,FMCG,Local,International,Road,Low,Stockout Risk,1366,1669.0,700.0,1369,21.29,1172.04,953.24,1,8.32,73.23,77.82,1.95,75.0,33.5,72.93
East,Industrial Supplies,Central,Local,Road,Medium,Optimal,1192,1139.0,944.0,719,6.44,1516.82,1365.29,3,4.9,99.0,95.55,1.26,86.63,18.22,86.8
East,Industrial Supplies,Local,Distributor,Sea,Medium,Optimal,425,432.0,516.0,375,9.94,655.6,510.94,2,4.81,80.57,98.35,0.82,85.31,17.27,83.21
South,Electronics,Regional,Local,Road,High,Optimal,1606,1983.0,1190.0,988,4.55,2243.99,1214.21,2,4.17,80.17,76.53,1.35,78.21,20.61,81.12
North,Apparel,Regional,Local,Sea,Medium,Overstocked,1431,1341.0,2628.0,791,18.09,4028.88,3776.65,2,12.91,80.09,93.71,0.54,75.47,27.27,59.97
East,Apparel,Central,International,Sea,Low,Stockout Risk,824,780.0,476.0,777,22.86,1561.07,960.41,3,16.77,61.19,94.66,1.73,64.99,35.0,51.62
East,Home Goods,Central,Local,Road,Medium,Overstocked,1901,2033.0,2930.0,1331,4.37,2760.32,2994.08,0,3.46,79.18,93.06,0.65,88.91,7.15,81.19
North,FMCG,Local,Local,Sea,Medium,Optimal,874,1031.0,1192.0,1069,23.5,1329.98,1029.17,1,11.82,74.15,82.04,0.73,73.21,34.02,65.88
North,Electronics,Regional,Local,Sea,High,Stockout Risk,1452,1504.0,1509.0,1236,19.67,2655.94,1750.7,4,11.41,93.35,96.42,0.96,76.79,34.44,69.75
West,Home Goods,Central,Distributor,Road,Medium,Optimal,942,904.0,784.0,841,4.66,1221.09,1258.0,2,4.72,73.27,95.97,1.2,82.74,12.94,80.04
West,Home Goods,Local,International,Sea,Medium,Optimal,1689,1402.0,1492.0,1173,26.35,1919.61,1585.15,1,16.34,88.8,83.01,1.13,72.69,36.48,60.03
South,FMCG,Local,Local,Air,Medium,Stockout Risk,1395,1392.0,691.0,785,8.66,3525.67,1029.05,1,3.24,80.73,99.78,2.02,89.64,12.08,80.53
South,Home Goods,Regional,Distributor,Road,High,Stockout Risk,1578,1523.0,1257.0,1332,3.05,2750.34,1841.49,2,1.36,67.01,96.51,1.26,84.73,11.11,81.76
South,Industrial Supplies,Regional,Distributor,Air,Low,Overstocked,872,948.0,1075.0,781,8.16,4708.48,1516.94,2,1.84,96.54,91.28,0.81,89.8,18.31,85.65
West,FMCG,Local,Local,Road,Low,Overstocked,451,403.0,692.0,499,14.24,545.32,1032.76,1,5.26,96.37,89.36,0.65,87.89,21.83,87.28
East,Apparel,Regional,International,Road,Low,Optimal,1210,1165.0,1268.0,810,11.45,1691.41,1359.2,0,7.75,82.72,96.28,0.95,86.63,12.94,75.86
East,Home Goods,Regional,International,Road,Low,Stockout Risk,673,650.0,519.0,872,19.8,786.19,461.52,3,7.86,67.06,96.58,1.3,76.04,31.17,72.79
North,FMCG,Central,Local,Road,Low,Stockout Risk,1062,1062.0,639.0,590,2.98,1549.7,1029.69,6,2.06,97.31,100.0,1.66,83.93,22.98,91.9
East,FMCG,Central,International,Air,Medium,Stockout Risk,2311,2601.0,1751.0,1648,10.32,7571.59,1948.72,4,3.5,81.88,87.45,1.32,78.69,28.67,72.08
South,Industrial Supplies,Local,Local,Sea,Medium,Overstocked,1540,1875.0,2665.0,1609,19.33,3659.26,4735.35,1,9.63,91.04,78.25,0.58,78.3,31.36,70.57
East,Industrial Supplies,Regional,International,Sea,Medium,Stockout Risk,844,903.0,511.0,848,18.0,1688.13,546.28,5,10.78,69.25,93.01,1.65,67.97,37.46,65.76
East,FMCG,Regional,International,Road,High,Optimal,2548,2968.0,3206.0,1741,23.39,3416.75,2564.35,2,15.48,82.11,83.52,0.79,69.84,36.65,56.69
East,Apparel,Regional,Distributor,Road,Medium,Overstocked,1262,1188.0,1650.0,787,12.55,2046.3,2095.3,3,10.2,76.22,94.14,0.76,75.14,24.9,68.28
West,FMCG,Regional,Distributor,Road,Low,Optimal,461,471.0,678.0,394,4.54,586.56,511.73,1,3.1,82.91,97.83,0.68,89.65,8.74,87.47
North,Industrial Supplies,Regional,Local,Road,High,Overstocked,1267,1178.0,2344.0,1093,12.16,1657.36,2418.12,1,5.74,90.02,92.98,0.54,87.09,18.3,82.14
West,Electronics,Local,Local,Road,Low,Optimal,864,782.0,1130.0,701,8.37,1811.81,1623.61,0,5.8,84.47,90.51,0.76,87.0,12.17,80.04
South,Home Goods,Central,International,Sea,Medium,Optimal,726,931.0,862.0,1013,18.19,1666.16,1167.77,3,10.41,88.44,71.76,0.84,70.15,39.48,72.3
South,FMCG,Central,Distributor,Sea,Medium,Optimal,711,721.0,531.0,694,15.54,2181.05,743.48,2,12.77,74.79,98.59,1.34,75.99,22.77,62.44
East,Home Goods,Central,Distributor,Road,Low,Optimal,546,580.0,386.0,515,6.15,1263.16,838.96,1,3.79,88.52,93.77,1.41,88.94,11.97,86.39
South,Home Goods,Central,Local,Road,Medium,Optimal,1207,1046.0,1212.0,1063,17.39,1841.69,1173.0,1,9.08,70.85,86.66,1.0,76.74,26.06,69.33
East,FMCG,Local,Local,Sea,Medium,Optimal,1724,1851.0,2548.0,1101,16.57,3658.01,2209.4,4,12.4,93.15,92.63,0.68,74.42,32.85,65.66
North,FMCG,Regional,Local,Road,High,Stockout Risk,3155,2997.0,2141.0,2642,9.76,6125.69,2823.65,3,7.7,83.85,94.99,1.47,79.84,21.76,67.23
West,Electronics,Central,International,Road,Medium,Stockout Risk,1164,1309.0,914.0,964,10.18,2566.66,1260.04,5,7.65,88.08,87.54,1.27,73.9,31.83,75.87
South,FMCG,Local,Local,Road,Low,Stockout Risk,1020,904.0,555.0,845,8.07,2031.03,821.01,3,2.13,75.59,88.63,1.84,81.12,22.62,84.26
West,Apparel,Central,Local,Sea,Medium,Optimal,1697,1288.0,1839.0,1140,19.3,5297.3,2081.23,0,12.71,86.63,75.9,0.92,75.51,28.94,59.74
West,Industrial Supplies,Central,Local,Air,Low,Overstocked,679,757.0,801.0,560,11.43,2333.22,1068.53,1,5.1,69.14,88.51,0.85,80.94,19.36,75.77
South,Home Goods,Regional,Local,Road,Medium,Stockout Risk,670,692.0,731.0,374,6.96,1233.21,1092.7,5,4.47,76.91,96.72,0.92,77.5,24.94,81.61
South,Industrial Supplies,Regional,Local,Air,Low,Optimal,506,334.0,429.0,388,12.71,2046.33,716.29,1,8.06,99.0,66.01,1.18,77.57,29.64,79.39
